Speaker,Utterance,Dialogue_Act,Dialogue_ID,File_ID
M,Hay varios trenes . El primero sale a las 7 y 48 de la mañana y el último a las 9 y 49 de la noche .,Respuesta,97,Z201_ZC5c0
M,Desea algo más ? .,Nueva_consulta,97,Z201_ZC5c0
U,"Sí , deseo saber cuál es el tren más barato .",Pregunta,97,Z201_ZC5c0
M,"Hay varios trenes . En clase turista , el tren más caro es un euromed que cuesta 28 con 50 euros la ida y el más barato es un regional_expres que cuesta 13 con 34 euros . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,97,Z201_ZC5c0
M,Desea algo más ? .,Nueva_consulta,97,Z201_ZC5c0
U,"Sí , ¿ puede repetirme los horarios de trenes con salida en Valencia ,",Pregunta,97,Z201_ZC5c0
U,llegada en Tarragona ? .,Pregunta,97,Z201_ZC5c0
M,"Le consulto horarios de trenes con salida en valencia destino tarragona saliendo el martes , día 2 de marzo de 2004 .",Confirmacion,97,Z201_ZC5c0
M,Un momento por favor .,Espera,97,Z201_ZC5c0
M,Hay varios trenes . El primero sale a las 5 y 45 de la madrugada y el último a las 8 y 5 de la tarde .,Respuesta,97,Z201_ZC5c0
M,Desea algo más ? .,Nueva_consulta,97,Z201_ZC5c0
U,"No , gracias .",Cierre,97,Z201_ZC5c0
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,97,Z201_ZC5c0
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,98,Z201_ZB0a0
U,Me gustaría saber los horarios y consultar el precio para un viaje de ida,Pregunta,98,Z201_ZB0a0
U,a Cádiz,Pregunta,98,Z201_ZB0a0
U,el próximo fin de semana .,Pregunta,98,Z201_ZB0a0
M,¿ A qué ciudad desea viajar ? .,Pregunta,98,Z201_ZB0a0
U,Cádiz .,Respuesta,98,Z201_ZB0a0
M,"Quiere horarios de trenes a cádiz ,",Confirmacion,98,Z201_ZB0a0
M,¿ desde zaragoza ? .,Confirmacion,98,Z201_ZB0a0
U,"Sí ,",Afirmacion,98,Z201_ZB0a0
U,para el próximo fin de semana y además deseo consultar el precio .,Pregunta,98,Z201_ZB0a0
M,"Le consulto horarios de trenes con salida en zaragoza destino cádiz saliendo el sábado , día 28 de febrero de 2004 .",Confirmacion,98,Z201_ZB0a0
M,Un momento por favor .,Espera,98,Z201_ZB0a0
M,El único tren que realiza el trayecto es un triana que sale a las 12 y 10 de la mañana .,Respuesta,98,Z201_ZB0a0
M,Desea algo más ? .,Nueva_consulta,98,Z201_ZB0a0
U,"Sí , deseo saber el precio de este tren que sale el veintiocho de febrero .",Pregunta,98,Z201_ZB0a0
M,El precio de ese tren en clase turista es 60 con 50 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,98,Z201_ZB0a0
M,Desea algo más ? .,Nueva_consulta,98,Z201_ZB0a0
U,"No , gracias .",Cierre,98,Z201_ZB0a0
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,98,Z201_ZB0a0
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,99,Z201_ZA2c4
U,Quería reservar un viaje para Cáceres .,Pregunta,99,Z201_ZA2c4
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,99,Z201_ZA2c4
U,Quería consultar el horario y el tipo de tren con el que puedo viajar a Cáceres .,Pregunta,99,Z201_ZA2c4
M,¿ A qué ciudad desea viajar ? .,Pregunta,99,Z201_ZA2c4
U,Cáceres .,Respuesta,99,Z201_ZA2c4
M,¿ Qué día desea salir ? .,Pregunta,99,Z201_ZA2c4
U,El próximo viernes o el próximo sábado .,Respuesta,99,Z201_ZA2c4
M,"Quiere horarios de trenes a cáceres ,",Confirmacion,99,Z201_ZA2c4
M,¿ desde zaragoza ? .,Confirmacion,99,Z201_ZA2c4
U,Sí .,Afirmacion,99,Z201_ZA2c4
M,"Le consulto horarios de trenes con salida en zaragoza destino cáceres saliendo el viernes , día 27 de febrero de 2004 .",Confirmacion,99,Z201_ZA2c4
M,Un momento por favor .,Espera,99,Z201_ZA2c4
M,El único tren que realiza el trayecto es un triana que sale a las 12 y 10 de la mañana .,Respuesta,99,Z201_ZA2c4
M,Desea algo más ? .,Nueva_consulta,99,Z201_ZA2c4
U,"Sí , me gustaría obtener el horario para viajar a Cáceres",Pregunta,99,Z201_ZA2c4
U,el próximo sábado .,Pregunta,99,Z201_ZA2c4
M,"Le consulto horarios de trenes con salida en zaragoza destino cáceres saliendo el sábado , día 28 de febrero de 2004 .",Confirmacion,99,Z201_ZA2c4
M,Un momento por favor .,Espera,99,Z201_ZA2c4
M,El único tren que realiza el trayecto es un triana que sale a las 12 y 10 de la mañana .,Respuesta,99,Z201_ZA2c4
M,Desea algo más ? .,Nueva_consulta,99,Z201_ZA2c4
U,No .,Cierre,99,Z201_ZA2c4
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,99,Z201_ZA2c4
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,100,B403_BB4a1
U,"Buenas , me gustaría conocer los horarios de trenes que van de Bilbao",Pregunta,100,B403_BB4a1
U,a Valencia .,Pregunta,100,B403_BB4a1
M,¿ Qué día desea salir ? .,Pregunta,100,B403_BB4a1
U,Dieciocho de marzo,Respuesta,100,B403_BB4a1
U,a partir de las seis de la tarde .,Respuesta,100,B403_BB4a1
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,100,B403_BB4a1
U,Dieciocho de marzo .,Respuesta,100,B403_BB4a1
M,"¿ Desea salir el jueves , día 18 de marzo de 2004 ? .",Confirmacion,100,B403_BB4a1
U,Sí .,Afirmacion,100,B403_BB4a1
M,"Le consulto horarios de trenes con salida en bilbao destino valencia saliendo el jueves , día 18 de marzo de 2004 .",Confirmacion,100,B403_BB4a1
M,Un momento por favor .,Espera,100,B403_BB4a1
M,No hay ningún tren que cumpla estos requerimientos .,Respuesta,100,B403_BB4a1
M,Desea cambiar alguna de las características solicitadas ? .,Nueva_consulta,100,B403_BB4a1
U,Sí .,Indefinida,100,B403_BB4a1
M,¿ Quiere llegar a valencia ? .,Confirmacion,100,B403_BB4a1
U,Sí .,Afirmacion,100,B403_BB4a1
M,"¿ Desea salir el jueves , día 18 de marzo de 2004 ? .",Confirmacion,100,B403_BB4a1
U,Sí .,Afirmacion,100,B403_BB4a1
M,"Le consulto horarios de trenes con salida en bilbao destino valencia saliendo el jueves , día 18 de marzo de 2004 .",Confirmacion,100,B403_BB4a1
M,Un momento por favor .,Espera,100,B403_BB4a1
M,No hay ningún tren que cumpla estos requerimientos .,Respuesta,100,B403_BB4a1
M,Desea cambiar alguna de las características solicitadas ? .,Nueva_consulta,100,B403_BB4a1
U,Sí .,Indefinida,100,B403_BB4a1
M,Un momento por favor .,Espera,100,B403_BB4a1
M,Si . Desea algo más ? .,Nueva_consulta,100,B403_BB4a1
U,Quiero saber el horario de trenes de Bilbao,Pregunta,100,B403_BB4a1
U,a Barcelona,Pregunta,100,B403_BB4a1
U,el dieciocho de marzo .,Pregunta,100,B403_BB4a1
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,100,B403_BB4a1
U,Horario de trenes de Bilbao,Pregunta,100,B403_BB4a1
U,a Barcelona .,Pregunta,100,B403_BB4a1
M,"Le consulto horarios de trenes con salida en bilbao destino barcelona saliendo el jueves , día 18 de marzo de 2004 .",Confirmacion,100,B403_BB4a1
M,Un momento por favor .,Espera,100,B403_BB4a1
M,Sólo hay dos trenes . El primero sale a las 10 y 5 de la mañana y el otro a las 10 y 45 de la noche .,Respuesta,100,B403_BB4a1
M,Desea algo más ? .,Nueva_consulta,100,B403_BB4a1
U,"Sí , ¿ cuál es el precio ? .",Pregunta,100,B403_BB4a1
M,Le consulto precios .,Confirmacion,100,B403_BB4a1
M,Un momento por favor .,Espera,100,B403_BB4a1
M,"Sólo hay dos trenes . En clase turista , el tren más caro es un miguel_de_unamuno que cuesta 34 euros la ida y el otro es un pío_baroja que cuesta 30 con 10 euros . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,100,B403_BB4a1
M,Desea algo más ? .,Nueva_consulta,100,B403_BB4a1
U,No .,Cierre,100,B403_BB4a1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,100,B403_BB4a1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,101,B403_BA8c3
U,"Buenas , me gustaría saber los horarios de los trenes que van de Granada",Pregunta,101,B403_BA8c3
U,a Sevilla .,Pregunta,101,B403_BA8c3
M,"Horarios de trenes con destino a sevilla ,",Confirmacion,101,B403_BA8c3
M,¿ desde córdoba ? .,Confirmacion,101,B403_BA8c3
U,No .,Negacion,101,B403_BA8c3
M,¿ Qué día desea salir ? .,Pregunta,101,B403_BA8c3
U,El dieciséis de enero del dos mil cinco,Respuesta,101,B403_BA8c3
U,a partir de las dos y media .,Respuesta,101,B403_BA8c3
M,"¿ Desea salir el domingo , día 16 de enero de 2005 ? .",Confirmacion,101,B403_BA8c3
U,Sí .,Afirmacion,101,B403_BA8c3
M,¿ Quiere salir entre las 2 y 30 de la tarde y las 11 de la noche ? .,Confirmacion,101,B403_BA8c3
U,Sí .,Afirmacion,101,B403_BA8c3
M,"Le consulto horarios de córdoba a sevilla el domingo , día 16 de enero de 2005 entre las 2 y 30 de la tarde y las 11 de la noche .",Confirmacion,101,B403_BA8c3
M,Un momento por favor .,Espera,101,B403_BA8c3
M,Hay varios trenes . El primero sale a las 2 y 52 de la tarde y el último a las 10 y 44 de la noche .,Respuesta,101,B403_BA8c3
M,Desea algo más ? .,Nueva_consulta,101,B403_BA8c3
U,Sí .,Indefinida,101,B403_BA8c3
M,Si . Desea algo más ? .,Nueva_consulta,101,B403_BA8c3
U,Trenes que salen de Granada .,Pregunta,101,B403_BA8c3
M,"Le consulto horarios de granada a sevilla el domingo , día 16 de enero de 2005 entre las 2 y 30 de la tarde y las 11 de la noche .",Confirmacion,101,B403_BA8c3
M,Un momento por favor .,Espera,101,B403_BA8c3
M,Sólo hay dos trenes . El primero sale a las 4 y 29 de la tarde y el otro a las 8 y 43 de la tarde .,Respuesta,101,B403_BA8c3
M,Desea algo más ? .,Nueva_consulta,101,B403_BA8c3
U,"Sí , saber cuál es el tipo de tren .",Pregunta,101,B403_BA8c3
M,Le consulto tipos de tren .,Confirmacion,101,B403_BA8c3
M,Un momento por favor .,Espera,101,B403_BA8c3
M,"Dispone de un único tipo de tren con salida el domingo , día 16 de enero de 2005 , que es un trd .",Respuesta,101,B403_BA8c3
M,Desea algo más ? .,Nueva_consulta,101,B403_BA8c3
U,No .,Cierre,101,B403_BA8c3
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,101,B403_BA8c3
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,102,B403_BB0c1
U,"Buenas , me gustaría saber los horarios de trenes que van a Ávila .",Pregunta,102,B403_BB0c1
M,"Quiere horarios de trenes a oviedo ,",Confirmacion,102,B403_BB0c1
M,¿ desde bilbao ? .,Confirmacion,102,B403_BB0c1
U,No .,Negacion,102,B403_BB0c1
M,¿ A qué ciudad desea viajar ? .,Pregunta,102,B403_BB0c1
U,Ávila .,Respuesta,102,B403_BB0c1
M,"Quiere horarios de trenes a ávila ,",Confirmacion,102,B403_BB0c1
M,¿ desde bilbao ? .,Confirmacion,102,B403_BB0c1
U,Sí .,Afirmacion,102,B403_BB0c1
M,¿ Qué día desea salir ? .,Pregunta,102,B403_BB0c1
U,Veinticinco de abril .,Respuesta,102,B403_BB0c1
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,102,B403_BB0c1
U,Veinticinco de abril .,Respuesta,102,B403_BB0c1
M,"Le consulto horarios de trenes con salida en bilbao destino ávila saliendo el domingo , día 25 de abril de 2004 .",Confirmacion,102,B403_BB0c1
M,Un momento por favor .,Espera,102,B403_BB0c1
M,No hay ningún tren que cumpla estos requerimientos .,Respuesta,102,B403_BB0c1
M,Desea cambiar alguna de las características solicitadas ? .,Nueva_consulta,102,B403_BB0c1
U,No .,Cierre,102,B403_BB0c1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,102,B403_BB0c1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,103,B403_BA4a1
U,Hola buenas quisiera saber el horario de trenes de .,Pregunta,103,B403_BA4a1
M,¿ A qué ciudad desea viajar ? .,Pregunta,103,B403_BA4a1
U,a .,Indefinida,103,B403_BA4a1
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,103,B403_BA4a1
U,París .,Respuesta,103,B403_BA4a1
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,103,B403_BA4a1
U,Ermua .,Respuesta,103,B403_BA4a1
M,¿ Quiere llegar a cuenca ? .,Confirmacion,103,B403_BA4a1
U,No .,Negacion,103,B403_BA4a1
M,¿ A qué ciudad desea viajar ? .,Pregunta,103,B403_BA4a1
U,Durango .,Respuesta,103,B403_BA4a1
M,¿ Quiere llegar a vitoria ? .,Confirmacion,103,B403_BA4a1
U,Sí .,Afirmacion,103,B403_BA4a1
M,¿ Qué día desea salir ? .,Pregunta,103,B403_BA4a1
U,El viernes .,Respuesta,103,B403_BA4a1
M,"Le consulto horarios de trenes con salida en bilbao destino vitoria saliendo el viernes , día 19 de marzo de 2004 .",Confirmacion,103,B403_BA4a1
M,Un momento por favor .,Espera,103,B403_BA4a1
M,Hay varios trenes . El primero sale a las 7 y 3 de la mañana y el último a las 11 de la noche .,Respuesta,103,B403_BA4a1
M,Desea algo más ? .,Nueva_consulta,103,B403_BA4a1
U,"Sí , que sean a partir de las ocho .",Pregunta,103,B403_BA4a1
M,¿ Quiere salir entre las 7 y 30 y las 8 y 30 de la tarde ? .,Confirmacion,103,B403_BA4a1
U,No .,Negacion,103,B403_BA4a1
M,¿ Quiere salir entre las 8 y 30 de la tarde y las 11 y 30 de la noche ? .,Confirmacion,103,B403_BA4a1
U,Sí .,Afirmacion,103,B403_BA4a1
M,"Le consulto horarios de bilbao a vitoria el viernes , día 19 de marzo de 2004 entre las 8 y 30 de la tarde y las 11 y 30 de la noche .",Confirmacion,103,B403_BA4a1
M,Un momento por favor .,Espera,103,B403_BA4a1
M,Sólo hay dos trenes . El primero sale a las 10 y 3 de la noche y el otro a las 11 de la noche .,Respuesta,103,B403_BA4a1
M,Desea algo más ? .,Nueva_consulta,103,B403_BA4a1
U,Sí .,Indefinida,103,B403_BA4a1
M,Si . Desea algo más ? .,Nueva_consulta,103,B403_BA4a1
U,Quiero viajar de noche .,Pregunta,103,B403_BA4a1
M,¿ Quiere salir entre las 9 de la noche y las 5 de la madrugada ? .,Confirmacion,103,B403_BA4a1
U,Sí .,Afirmacion,103,B403_BA4a1
M,"Le consulto horarios de bilbao a vitoria el viernes , día 19 de marzo de 2004 entre las 9 de la noche y las 5 de la madrugada .",Confirmacion,103,B403_BA4a1
M,Un momento por favor .,Espera,103,B403_BA4a1
M,Sólo hay dos trenes . El primero sale a las 10 y 3 de la noche y el otro a las 11 de la noche .,Respuesta,103,B403_BA4a1
M,Desea algo más ? .,Nueva_consulta,103,B403_BA4a1
U,No .,Cierre,103,B403_BA4a1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,103,B403_BA4a1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,105,Z206_ZB1a1
U,"Sí , quería saber el horario de trenes para ir a Sevilla",Pregunta,105,Z206_ZB1a1
U,el doce de abril .,Pregunta,105,Z206_ZB1a1
M,"Quiere horarios de trenes a sevilla ,",Confirmacion,105,Z206_ZB1a1
M,¿ desde zaragoza ? .,Confirmacion,105,Z206_ZB1a1
U,"Sí ,",Afirmacion,105,Z206_ZB1a1
U,desde Zaragoza,Respuesta,105,Z206_ZB1a1
U,para el doce de Abril .,Respuesta,105,Z206_ZB1a1
M,"Le consulto horarios de trenes con salida en zaragoza destino sevilla saliendo el lunes , día 12 de abril de 2004 .",Confirmacion,105,Z206_ZB1a1
M,Un momento por favor .,Espera,105,Z206_ZB1a1
M,El único tren que realiza el trayecto es un triana que sale a las 12 y 10 de la mañana .,Respuesta,105,Z206_ZB1a1
M,Desea algo más ? .,Nueva_consulta,105,Z206_ZB1a1
U,"Sí , ¿ me podría decir el precio del tren ? .",Pregunta,105,Z206_ZB1a1
M,El precio de ese tren en clase turista es 58 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,105,Z206_ZB1a1
M,Desea algo más ? .,Nueva_consulta,105,Z206_ZB1a1
U,"No , muchas gracias .",Cierre,105,Z206_ZB1a1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,105,Z206_ZB1a1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,106,Z206_ZA3c1
U,Hola buenas tardes quería saber el horario de algún tren rápido,Pregunta,106,Z206_ZA3c1
U,para ir a Barcelona,Pregunta,106,Z206_ZA3c1
U,el próximo sábado .,Pregunta,106,Z206_ZA3c1
M,¿ A qué ciudad desea viajar ? .,Pregunta,106,Z206_ZA3c1
U,"Sí , quiero viajar a Barcelona .",Respuesta,106,Z206_ZA3c1
M,"Quiere horarios de trenes a barcelona ,",Confirmacion,106,Z206_ZA3c1
M,¿ desde zaragoza ? .,Confirmacion,106,Z206_ZA3c1
U,Sí .,Afirmacion,106,Z206_ZA3c1
M,"Le consulto horarios de trenes con salida en zaragoza destino barcelona saliendo el sábado , día 21 de febrero de 2004 .",Confirmacion,106,Z206_ZA3c1
M,Un momento por favor .,Espera,106,Z206_ZA3c1
M,Hay varios trenes . El primero sale a la una y 50 de la madrugada y el último a las 7 de la tarde .,Respuesta,106,Z206_ZA3c1
M,Desea algo más ? .,Nueva_consulta,106,Z206_ZA3c1
U,"Sí , quería saber el horario de un tren de dos trenes ¿ son trenes rápidos ? .",Pregunta,106,Z206_ZA3c1
M,El tren más rápido es un talgo que sale a las 6 y 46 de la tarde y llega a las 10 y 30 de la noche .,Respuesta,106,Z206_ZA3c1
M,Desea algo más ? .,Nueva_consulta,106,Z206_ZA3c1
U,"No , muchas gracias .",Cierre,106,Z206_ZA3c1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,106,Z206_ZA3c1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,107,Z206_ZC6c1
U,"Sí , quería viajar para Fallas para el dieciséis de Marzo",Pregunta,107,Z206_ZC6c1
U,de Castellón,Pregunta,107,Z206_ZC6c1
U,a Valencia,Pregunta,107,Z206_ZC6c1
U,y quería saber los horarios del euromed .,Pregunta,107,Z206_ZC6c1
M,Su frase ha sido demasiado larga . Repita por favor su consulta utilizando frases más cortas .,No_entendido,107,Z206_ZC6c1
U,"Sí , quería saber horarios de trenes de Castellón",Pregunta,107,Z206_ZC6c1
U,a Valencia,Pregunta,107,Z206_ZC6c1
U,para el dieciséis de marzo,Pregunta,107,Z206_ZC6c1
U,en el euromed .,Pregunta,107,Z206_ZC6c1
M,¿ A qué ciudad desea viajar ? .,Pregunta,107,Z206_ZC6c1
U,A Valencia .,Respuesta,107,Z206_ZC6c1
M,¿ Quiere viajar desde zaragoza ? .,Confirmacion,107,Z206_ZC6c1
U,"No ,",Negacion,107,Z206_ZC6c1
U,desde Castellón .,Respuesta,107,Z206_ZC6c1
M,"Le consulto horarios de trenes con salida en castellón destino valencia saliendo el martes , día 16 de marzo de 2004 .",Confirmacion,107,Z206_ZC6c1
M,Un momento por favor .,Espera,107,Z206_ZC6c1
M,Hay varios trenes . El primero sale a las 9 y 6 de la mañana y el último a las 10 y 37 de la noche .,Respuesta,107,Z206_ZC6c1
M,Desea algo más ? .,Nueva_consulta,107,Z206_ZC6c1
U,"Sí , ¿ me puede decir el precio del primer tren ? .",Pregunta,107,Z206_ZC6c1
M,El precio de ese tren en clase turista es 14 con 50 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,107,Z206_ZC6c1
M,Desea algo más ? .,Nueva_consulta,107,Z206_ZC6c1
U,"Sí , quería volver",Pregunta,107,Z206_ZC6c1
U,el día veinte,Pregunta,107,Z206_ZC6c1
U,por la tarde . ¿ Me puede decir los horarios ? .,Pregunta,107,Z206_ZC6c1
M,"Le consulto horarios de trenes con salida en valencia destino castellón saliendo el sábado , día 20 de marzo de 2004 .",Confirmacion,107,Z206_ZC6c1
M,Un momento por favor .,Espera,107,Z206_ZC6c1
M,Sólo hay dos trenes . El primero sale a las 6 y 5 de la tarde y el otro a las 8 y 5 de la tarde .,Respuesta,107,Z206_ZC6c1
M,Desea algo más ? .,Nueva_consulta,107,Z206_ZC6c1
U,"No , muchas gracias .",Cierre,107,Z206_ZC6c1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,107,Z206_ZC6c1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,108,V116_VB7c3
U,Quiero saber el precio de ida y vuelta,Pregunta,108,V116_VB7c3
U,a Barcelona,Pregunta,108,V116_VB7c3
U,el diez de abril .,Pregunta,108,V116_VB7c3
M,¿ Me pregunta por horarios ? .,Confirmacion,108,V116_VB7c3
U,Sí .,Afirmacion,108,V116_VB7c3
M,¿ Quiere llegar a jaén ? .,Confirmacion,108,V116_VB7c3
U,Sí .,Afirmacion,108,V116_VB7c3
M,"¿ Desea salir el domingo , día 6 de junio de 2004 ? .",Confirmacion,108,V116_VB7c3
U,"Sí ,",Afirmacion,108,V116_VB7c3
U,quiero ir con Arco .,Respuesta,108,V116_VB7c3
M,"Le consulto precios de valencia a jaén saliendo el domingo , día 6 de junio de 2004 .",Confirmacion,108,V116_VB7c3
M,Un momento por favor .,Espera,108,V116_VB7c3
M,"Hay varios trenes . En clase turista , el tren más caro es un talgo que cuesta 44 euros la ida y el más barato es un diurno que cuesta 32 con 50 euros . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,108,V116_VB7c3
M,Desea algo más ? .,Nueva_consulta,108,V116_VB7c3
U,Sí .,Indefinida,108,V116_VB7c3
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,108,V116_VB7c3
U,No .,Indefinida,108,V116_VB7c3
M,Le consulto precios de valencia a jaén .,Confirmacion,108,V116_VB7c3
M,Un momento por favor .,Espera,108,V116_VB7c3
M,El único tren que realiza el trayecto es un intercity y su precio en clase preferente es 53 con 50 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,108,V116_VB7c3
M,Desea algo más ? .,Nueva_consulta,108,V116_VB7c3
U,No .,Cierre,108,V116_VB7c3
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,108,V116_VB7c3
U,No .,Cierre,108,V116_VB7c3
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,108,V116_VB7c3
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,109,V116_VC7a1
U,"Hola , quería saber el precio de ida y vuelta",Pregunta,109,V116_VC7a1
U,a Barcelona,Pregunta,109,V116_VC7a1
U,el diez de abril .,Pregunta,109,V116_VC7a1
M,¿ Quiere viajar a barcelona ? .,Confirmacion,109,V116_VC7a1
U,Sí .,Afirmacion,109,V116_VC7a1
M,"¿ Desea salir el sábado , día 10 de abril de 2004 ? .",Confirmacion,109,V116_VC7a1
U,Sí .,Afirmacion,109,V116_VC7a1
M,Le consulto precios de valencia a barcelona .,Confirmacion,109,V116_VC7a1
M,Un momento por favor .,Espera,109,V116_VC7a1
M,"Hay varios trenes . En clase turista , el tren más caro es un euromed que cuesta 33 con 50 euros la ida y el más barato es un regional_expres que cuesta 18 con 50 euros . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,109,V116_VC7a1
M,Desea algo más ? .,Nueva_consulta,109,V116_VC7a1
U,"Sí , quería ir con Arco .",Pregunta,109,V116_VC7a1
M,Le consulto precios de valencia a barcelona en tipo tren arco .,Confirmacion,109,V116_VC7a1
M,Un momento por favor .,Espera,109,V116_VC7a1
M,"Los trenes son arco y en clase turista , el billete cuesta 29 euros la ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,109,V116_VC7a1
M,Desea algo más ? .,Nueva_consulta,109,V116_VC7a1
U,No .,Cierre,109,V116_VC7a1
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,109,V116_VC7a1
U,No .,Cierre,109,V116_VC7a1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,109,V116_VC7a1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,110,V116_VB4c7
U,"Hola , quería saber el horario y precio de ida",Pregunta,110,V116_VB4c7
U,de Albacete,Pregunta,110,V116_VB4c7
U,a Alicante,Pregunta,110,V116_VB4c7
U,el domingo .,Pregunta,110,V116_VB4c7
M,"Le consulto horarios de trenes con salida en albacete destino alicante saliendo el domingo , día 28 de marzo de 2004 .",Confirmacion,110,V116_VB4c7
M,Un momento por favor .,Espera,110,V116_VB4c7
M,Hay varios trenes . El primero sale a las 11 y 23 de la mañana y el último a las 10 y 2 de la noche .,Respuesta,110,V116_VB4c7
M,Desea algo más ? .,Nueva_consulta,110,V116_VB4c7
U,"Sí , quiero llegar antes de las cinco de la tarde .",Pregunta,110,V116_VB4c7
M,Le consulto horarios .,Confirmacion,110,V116_VB4c7
M,Un momento por favor .,Espera,110,V116_VB4c7
M,Hay varios trenes . El primero llega a las 12 y 50 de la mañana y el último a las 3 y 55 de la tarde .,Respuesta,110,V116_VB4c7
M,Desea algo más ? .,Nueva_consulta,110,V116_VB4c7
U,"Sí , quiero saber el precio .",Pregunta,110,V116_VB4c7
M,Le consulto precios .,Confirmacion,110,V116_VB4c7
M,Un momento por favor .,Espera,110,V116_VB4c7
M,"Hay varios trenes . En clase turista , el tren más caro es un altaria que cuesta 19 con 50 euros la ida y el más barato es un costa_de_la_mañana que cuesta 9 con 25 euros . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,110,V116_VB4c7
M,Desea algo más ? .,Nueva_consulta,110,V116_VB4c7
U,No .,Cierre,110,V116_VB4c7
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,110,V116_VB4c7
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,111,V116_VA1c7
U,"Hola , quería saber los horarios de ida",Pregunta,111,V116_VA1c7
U,a Málaga .,Pregunta,111,V116_VA1c7
M,¿ A qué ciudad desea viajar ? .,Pregunta,111,V116_VA1c7
U,A Málaga .,Respuesta,111,V116_VA1c7
M,¿ Quiere viajar a málaga ? .,Confirmacion,111,V116_VA1c7
U,"Sí ,",Afirmacion,111,V116_VA1c7
U,quiero viajar a Málaga .,Respuesta,111,V116_VA1c7
M,¿ Qué día desea salir ? .,Pregunta,111,V116_VA1c7
U,Quiero salir .,Indefinida,111,V116_VA1c7
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,111,V116_VA1c7
U,Quiero llegar el viernes .,Respuesta,111,V116_VA1c7
M,"¿ Desea llegar el viernes , día 26 de marzo de 2004 ? .",Confirmacion,111,V116_VA1c7
U,"Sí , quiero .",Afirmacion,111,V116_VA1c7
M,"Le consulto horarios de valencia a málaga llegando el viernes , día 26 de marzo de 2004 .",Confirmacion,111,V116_VA1c7
M,Un momento por favor .,Espera,111,V116_VA1c7
M,Hay varios trenes . El primero sale a las 7 y 3 de la mañana y el último a las 11 de la noche .,Respuesta,111,V116_VA1c7
M,Desea algo más ? .,Nueva_consulta,111,V116_VA1c7
