Utterance,Dialogue_Act,Speaker,Dialogue_ID
"das Einzelzimmer für hundert einundfünfzig Mark",INFORM,A,1377
"allerdings hätten wir ein Schwimmbad dabei und ein Dampfbad sehe ich grade",INFORM,A,1378
"und ja das ist relativ zentral glaube ich",INFORM,A,1378
"und außerdem also das zweit <hm> teuerste ist das Hotel Maritim",SUGGEST,A,1378
"das Einzelzimmer für hundert einundfünfzig Mark",INFORM,A,1378
"das ist auch sehr zentrumsnah",INFORM,A,1378
"und ja das ist relativ zentral glaube ich",INFORM,A,1379
"und außerdem also das zweit <hm> teuerste ist das Hotel Maritim",SUGGEST,A,1379
"das Einzelzimmer für hundert einundfünfzig Mark",INFORM,A,1379
"das ist auch sehr zentrumsnah",INFORM,A,1379
"allerdings ohne Schwimmbad",INFORM,A,1379
"und außerdem also das zweit <hm> teuerste ist das Hotel Maritim",SUGGEST,A,1380
"das Einzelzimmer für hundert einundfünfzig Mark",INFORM,A,1380
"das ist auch sehr zentrumsnah",INFORM,A,1380
"allerdings ohne Schwimmbad",INFORM,A,1380
"also ich bekomme es auch bezahlt",INFORM,A,1380
"das Einzelzimmer für hundert einundfünfzig Mark",INFORM,A,1381
"das ist auch sehr zentrumsnah",INFORM,A,1381
"allerdings ohne Schwimmbad",INFORM,A,1381
"also ich bekomme es auch bezahlt",INFORM,A,1381
"wenn Ihnen das nix ausmacht dann nehmen wir doch das mit dem Schwimmbad",SUGGEST,A,1381
"das ist auch sehr zentrumsnah",INFORM,A,1382
"allerdings ohne Schwimmbad",INFORM,A,1382
"also ich bekomme es auch bezahlt",INFORM,A,1382
"wenn Ihnen das nix ausmacht dann nehmen wir doch das mit dem Schwimmbad",SUGGEST,A,1382
"oder",REQUEST_COMMENT,A,1382
"allerdings ohne Schwimmbad",INFORM,A,1383
"also ich bekomme es auch bezahlt",INFORM,A,1383
"wenn Ihnen das nix ausmacht dann nehmen wir doch das mit dem Schwimmbad",SUGGEST,A,1383
"oder",REQUEST_COMMENT,A,1383
"ja natürlich",ACCEPT,B,1383
"also ich bekomme es auch bezahlt",INFORM,A,1384
"wenn Ihnen das nix ausmacht dann nehmen wir doch das mit dem Schwimmbad",SUGGEST,A,1384
"oder",REQUEST_COMMENT,A,1384
"ja natürlich",ACCEPT,B,1384
"da kann man sich dann nach der Besprechung noch <häs> noch was gönnen sozusagen",GIVE_REASON,B,1384
"wenn Ihnen das nix ausmacht dann nehmen wir doch das mit dem Schwimmbad",SUGGEST,A,1385
"oder",REQUEST_COMMENT,A,1385
"ja natürlich",ACCEPT,B,1385
"da kann man sich dann nach der Besprechung noch <häs> noch was gönnen sozusagen",GIVE_REASON,B,1385
"okay ja",FEEDBACK_POSITIVE,A,1385
"oder",REQUEST_COMMENT,A,1386
"ja natürlich",ACCEPT,B,1386
"da kann man sich dann nach der Besprechung noch <häs> noch was gönnen sozusagen",GIVE_REASON,B,1386
"okay ja",FEEDBACK_POSITIVE,A,1386
"gut also wir sind uns dann einig mit dem fünften Februar",CLOSE,A,1386
"ja natürlich",ACCEPT,B,1387
"da kann man sich dann nach der Besprechung noch <häs> noch was gönnen sozusagen",GIVE_REASON,B,1387
"okay ja",FEEDBACK_POSITIVE,A,1387
"gut also wir sind uns dann einig mit dem fünften Februar",CLOSE,A,1387
"und wann fahren wir wieder zurück",INIT,A,1387
"da kann man sich dann nach der Besprechung noch <häs> noch was gönnen sozusagen",GIVE_REASON,B,1388
"okay ja",FEEDBACK_POSITIVE,A,1388
"gut also wir sind uns dann einig mit dem fünften Februar",CLOSE,A,1388
"und wann fahren wir wieder zurück",INIT,A,1388
"wie gesagt ich würde gern den Samstag auch noch in Hannover verbringen",SUGGEST,A,1388
"okay ja",FEEDBACK_POSITIVE,A,1389
"gut also wir sind uns dann einig mit dem fünften Februar",CLOSE,A,1389
"und wann fahren wir wieder zurück",INIT,A,1389
"wie gesagt ich würde gern den Samstag auch noch in Hannover verbringen",SUGGEST,A,1389
"gut",FEEDBACK_POSITIVE,B,1389
"mir ist das recht ja",ACCEPT,B,1390
"ist das okay",REQUEST,A,1390
"ja",FEEDBACK_POSITIVE,A,1390
"gut",FEEDBACK_POSITIVE,A,1390
"und wie sieht es denn aus mit Freitag abend",INIT,A,1390
"ist das okay",REQUEST,A,1391
"ja",FEEDBACK_POSITIVE,A,1391
"gut",FEEDBACK_POSITIVE,A,1391
"und wie sieht es denn aus mit Freitag abend",INIT,A,1391
"sollen wir uns irgendwie Theaterkarten besorgen oder so",SUGGEST,A,1391
"ja",FEEDBACK_POSITIVE,A,1392
"gut",FEEDBACK_POSITIVE,A,1392
"und wie sieht es denn aus mit Freitag abend",INIT,A,1392
"sollen wir uns irgendwie Theaterkarten besorgen oder so",SUGGEST,A,1392
"hätten Sie da Lust",REQUEST,A,1392
"gut",FEEDBACK_POSITIVE,A,1393
"und wie sieht es denn aus mit Freitag abend",INIT,A,1393
"sollen wir uns irgendwie Theaterkarten besorgen oder so",SUGGEST,A,1393
"hätten Sie da Lust",REQUEST,A,1393
"oh ja sehr sehr gern",ACCEPT,B,1393
"und wie sieht es denn aus mit Freitag abend",INIT,A,1394
"sollen wir uns irgendwie Theaterkarten besorgen oder so",SUGGEST,A,1394
"hätten Sie da Lust",REQUEST,A,1394
"oh ja sehr sehr gern",ACCEPT,B,1394
"ja da war ich auch schon mal in Hannover im Theater",INFORM,B,1394
"sollen wir uns irgendwie Theaterkarten besorgen oder so",SUGGEST,A,1395
"hätten Sie da Lust",REQUEST,A,1395
"oh ja sehr sehr gern",ACCEPT,B,1395
"ja da war ich auch schon mal in Hannover im Theater",INFORM,B,1395
"das wäre das ist ein sehr guter Vorschlag von Ihnen",INFORM,B,1395
"hätten Sie da Lust",REQUEST,A,1396
"oh ja sehr sehr gern",ACCEPT,B,1396
"ja da war ich auch schon mal in Hannover im Theater",INFORM,B,1396
"das wäre das ist ein sehr guter Vorschlag von Ihnen",INFORM,B,1396
"das",NOT_CLASSIFIABLE,B,1396
"oh ja sehr sehr gern",ACCEPT,B,1397
"ja da war ich auch schon mal in Hannover im Theater",INFORM,B,1397
"das wäre das ist ein sehr guter Vorschlag von Ihnen",INFORM,B,1397
"das",NOT_CLASSIFIABLE,B,1397
"haben Sie schon eine Idee was da läuft zur Zeit",REQUEST,A,1397
"ja da war ich auch schon mal in Hannover im Theater",INFORM,B,1398
"das wäre das ist ein sehr guter Vorschlag von Ihnen",INFORM,B,1398
"das",NOT_CLASSIFIABLE,B,1398
"haben Sie schon eine Idee was da läuft zur Zeit",REQUEST,A,1398
"oder",NOT_CLASSIFIABLE,A,1398
"das wäre das ist ein sehr guter Vorschlag von Ihnen",INFORM,B,1399
"das",NOT_CLASSIFIABLE,B,1399
"haben Sie schon eine Idee was da läuft zur Zeit",REQUEST,A,1399
"oder",NOT_CLASSIFIABLE,A,1399
"das weiß ich noch nicht",FEEDBACK_NEGATIVE,B,1399
"ja",FEEDBACK_POSITIVE,A,1400
"die wissen das bestimmt auch im Hotel dann was da zur Zeit läuft denke ich",DEFER,A,1400
"oder so",ACCEPT,B,1400
"genau",ACCEPT,B,1400
"okay",FEEDBACK_POSITIVE,A,1400
"die wissen das bestimmt auch im Hotel dann was da zur Zeit läuft denke ich",DEFER,A,1401
"oder so",ACCEPT,B,1401
"genau",ACCEPT,B,1401
"okay",FEEDBACK_POSITIVE,A,1401
"gut",FEEDBACK_POSITIVE,A,1401
"oder so",ACCEPT,B,1402
"genau",ACCEPT,B,1402
"okay",FEEDBACK_POSITIVE,A,1402
"gut",FEEDBACK_POSITIVE,A,1402
"ja dann <häs> wir bleiben in Verbindung",INFORM,A,1402
"genau",ACCEPT,B,1403
"okay",FEEDBACK_POSITIVE,A,1403
"gut",FEEDBACK_POSITIVE,A,1403
"ja dann <häs> wir bleiben in Verbindung",INFORM,A,1403
"wir treffen uns ja bestimmt die nächsten Tage noch mal",INFORM,A,1403
"okay",FEEDBACK_POSITIVE,A,1404
"gut",FEEDBACK_POSITIVE,A,1404
"ja dann <häs> wir bleiben in Verbindung",INFORM,A,1404
"wir treffen uns ja bestimmt die nächsten Tage noch mal",INFORM,A,1404
"und dann ja fahren wir einfach am fünften Februar da los",CLOSE,A,1404
"gut",FEEDBACK_POSITIVE,A,1405
"ja dann <häs> wir bleiben in Verbindung",INFORM,A,1405
"wir treffen uns ja bestimmt die nächsten Tage noch mal",INFORM,A,1405
"und dann ja fahren wir einfach am fünften Februar da los",CLOSE,A,1405
"sehr schön",ACCEPT,B,1405
"ja dann <häs> wir bleiben in Verbindung",INFORM,A,1406
"wir treffen uns ja bestimmt die nächsten Tage noch mal",INFORM,A,1406
"und dann ja fahren wir einfach am fünften Februar da los",CLOSE,A,1406
"sehr schön",ACCEPT,B,1406
"gut",ACCEPT,B,1406
"wir treffen uns ja bestimmt die nächsten Tage noch mal",INFORM,A,1407
"und dann ja fahren wir einfach am fünften Februar da los",CLOSE,A,1407
"sehr schön",ACCEPT,B,1407
"gut",ACCEPT,B,1407
"okay dann wünsche ich Ihnen noch einen schönen Arbeitstag viel Erfolg und ja schöne Weihnachten",POLITENESS_FORMULA,A,1407
"und dann ja fahren wir einfach am fünften Februar da los",CLOSE,A,1408
"sehr schön",ACCEPT,B,1408
"gut",ACCEPT,B,1408
"okay dann wünsche ich Ihnen noch einen schönen Arbeitstag viel Erfolg und ja schöne Weihnachten",POLITENESS_FORMULA,A,1408
"und bis dann",BYE,A,1408
"sehr schön",ACCEPT,B,1409
"gut",ACCEPT,B,1409
"okay dann wünsche ich Ihnen noch einen schönen Arbeitstag viel Erfolg und ja schöne Weihnachten",POLITENESS_FORMULA,A,1409
"und bis dann",BYE,A,1409
"tschüß",BYE,A,1409
"gut",ACCEPT,B,1410
"okay dann wünsche ich Ihnen noch einen schönen Arbeitstag viel Erfolg und ja schöne Weihnachten",POLITENESS_FORMULA,A,1410
"und bis dann",BYE,A,1410
"tschüß",BYE,A,1410
"gleichfalls",POLITENESS_FORMULA,B,1410
"okay dann wünsche ich Ihnen noch einen schönen Arbeitstag viel Erfolg und ja schöne Weihnachten",POLITENESS_FORMULA,A,1411
"und bis dann",BYE,A,1411
"tschüß",BYE,A,1411
"gleichfalls",POLITENESS_FORMULA,B,1411
"ja auf Wiedersehen",BYE,B,1411
"guten Tag Herr Jehniken",GREET,B,1412
"<ähm> ich würde Ihnen da gerne helfen",DELIBERATE,B,1412
"im ersten Quartal sagten Sie",DELIBERATE,B,1412
"haben Sie schon einen spezifischen Termin im Auge oder ist das frei",REQUEST_SUGGEST,B,1412
"<%>",NOT_CLASSIFIABLE,A,1412
"<ähm> ich würde Ihnen da gerne helfen",DELIBERATE,B,1413
"im ersten Quartal sagten Sie",DELIBERATE,B,1413
"haben Sie schon einen spezifischen Termin im Auge oder ist das frei",REQUEST_SUGGEST,B,1413
"<%>",NOT_CLASSIFIABLE,A,1413
"gibt es da irgendwelche Unterschiede oder ist das immer gleich",REQUEST,A,1413
"im ersten Quartal sagten Sie",DELIBERATE,B,1414
"haben Sie schon einen spezifischen Termin im Auge oder ist das frei",REQUEST_SUGGEST,B,1414
"<%>",NOT_CLASSIFIABLE,A,1414
"gibt es da irgendwelche Unterschiede oder ist das immer gleich",REQUEST,A,1414
"<hm> da gibt es keine besonderen Tarife oder Unterschiede",INFORM,B,1414
"haben Sie schon einen spezifischen Termin im Auge oder ist das frei",REQUEST_SUGGEST,B,1415
"<%>",NOT_CLASSIFIABLE,A,1415
"gibt es da irgendwelche Unterschiede oder ist das immer gleich",REQUEST,A,1415
"<hm> da gibt es keine besonderen Tarife oder Unterschiede",INFORM,B,1415
"ich frage jetzt um den Termin einzugrenzen",INFORM,B,1415
"<%>",NOT_CLASSIFIABLE,A,1416
"gibt es da irgendwelche Unterschiede oder ist das immer gleich",REQUEST,A,1416
"<hm> da gibt es keine besonderen Tarife oder Unterschiede",INFORM,B,1416
"ich frage jetzt um den Termin einzugrenzen",INFORM,B,1416
"<hm> ja dann <äh> würde ich sagen ab dem fünfundzwanzigsten Januar für drei Tage",SUGGEST,A,1416
"gibt es da irgendwelche Unterschiede oder ist das immer gleich",REQUEST,A,1417
"<hm> da gibt es keine besonderen Tarife oder Unterschiede",INFORM,B,1417
"ich frage jetzt um den Termin einzugrenzen",INFORM,B,1417
"<hm> ja dann <äh> würde ich sagen ab dem fünfundzwanzigsten Januar für drei Tage",SUGGEST,A,1417
"das wäre bis zum achtundzwanzigsten",REQUEST_CLARIFY,B,1417
"<hm> da gibt es keine besonderen Tarife oder Unterschiede",INFORM,B,1418
"ich frage jetzt um den Termin einzugrenzen",INFORM,B,1418
"<hm> ja dann <äh> würde ich sagen ab dem fünfundzwanzigsten Januar für drei Tage",SUGGEST,A,1418
"das wäre bis zum achtundzwanzigsten",REQUEST_CLARIFY,B,1418
"das wäre bis zum achtundzwanzigsten richtig",CLARIFY,A,1418
"ich frage jetzt um den Termin einzugrenzen",INFORM,B,1419
"<hm> ja dann <äh> würde ich sagen ab dem fünfundzwanzigsten Januar für drei Tage",SUGGEST,A,1419
"das wäre bis zum achtundzwanzigsten",REQUEST_CLARIFY,B,1419
"das wäre bis zum achtundzwanzigsten richtig",CLARIFY,A,1419
"<ähm> drei "Ubernachtungen also",DELIBERATE,B,1419
"<hm> ja dann <äh> würde ich sagen ab dem fünfundzwanzigsten Januar für drei Tage",SUGGEST,A,1420
"das wäre bis zum achtundzwanzigsten",REQUEST_CLARIFY,B,1420
"das wäre bis zum achtundzwanzigsten richtig",CLARIFY,A,1420
"<ähm> drei "Ubernachtungen also",DELIBERATE,B,1420
"ah richtig",FEEDBACK_POSITIVE,A,1420
"das wäre bis zum achtundzwanzigsten",REQUEST_CLARIFY,B,1421
"das wäre bis zum achtundzwanzigsten richtig",CLARIFY,A,1421
"<ähm> drei "Ubernachtungen also",DELIBERATE,B,1421
"ah richtig",FEEDBACK_POSITIVE,A,1421
"mhm",BACKCHANNEL,B,1421
"das wäre bis zum achtundzwanzigsten richtig",CLARIFY,A,1422
"<ähm> drei "Ubernachtungen also",DELIBERATE,B,1422
"ah richtig",FEEDBACK_POSITIVE,A,1422
"mhm",BACKCHANNEL,B,1422
"<ähm> wünschen Sie ein Hotel mit Konferenzraum oder zentral gelegen",REQUEST_SUGGEST,B,1422
"<ähm> drei "Ubernachtungen also",DELIBERATE,B,1423
"ah richtig",FEEDBACK_POSITIVE,A,1423
"mhm",BACKCHANNEL,B,1423
"<ähm> wünschen Sie ein Hotel mit Konferenzraum oder zentral gelegen",REQUEST_SUGGEST,B,1423
"was ist da Ihre Vorliebe f Vorzugung",REQUEST_SUGGEST,B,1423
"ah richtig",FEEDBACK_POSITIVE,A,1424
"mhm",BACKCHANNEL,B,1424
"<ähm> wünschen Sie ein Hotel mit Konferenzraum oder zentral gelegen",REQUEST_SUGGEST,B,1424
"was ist da Ihre Vorliebe f Vorzugung",REQUEST_SUGGEST,B,1424
"<hm> ja ich denke ein Konferenzraum wäre nicht verkehrt",SUGGEST,A,1424
"mhm",BACKCHANNEL,B,1425
"<ähm> wünschen Sie ein Hotel mit Konferenzraum oder zentral gelegen",REQUEST_SUGGEST,B,1425
"was ist da Ihre Vorliebe f Vorzugung",REQUEST_SUGGEST,B,1425
"<hm> ja ich denke ein Konferenzraum wäre nicht verkehrt",SUGGEST,A,1425
"<ähm> und zentral gefällt mir auch ganz gut",SUGGEST,A,1425
"<ähm> wünschen Sie ein Hotel mit Konferenzraum oder zentral gelegen",REQUEST_SUGGEST,B,1426
"was ist da Ihre Vorliebe f Vorzugung",REQUEST_SUGGEST,B,1426
"<hm> ja ich denke ein Konferenzraum wäre nicht verkehrt",SUGGEST,A,1426
"<ähm> und zentral gefällt mir auch ganz gut",SUGGEST,A,1426
"da könnte ich Ihnen das Hotel Gildehof anbieten",SUGGEST,B,1426
"was ist da Ihre Vorliebe f Vorzugung",REQUEST_SUGGEST,B,1427
"<hm> ja ich denke ein Konferenzraum wäre nicht verkehrt",SUGGEST,A,1427
"<ähm> und zentral gefällt mir auch ganz gut",SUGGEST,A,1427
"da könnte ich Ihnen das Hotel Gildehof anbieten",SUGGEST,B,1427
"das ist preislich <häs> um die hundert Mark herum eher niedriger",INFORM,B,1427
"<hm> ja ich denke ein Konferenzraum wäre nicht verkehrt",SUGGEST,A,1428
"<ähm> und zentral gefällt mir auch ganz gut",SUGGEST,A,1428
"da könnte ich Ihnen das Hotel Gildehof anbieten",SUGGEST,B,1428
"das ist preislich <häs> um die hundert Mark herum eher niedriger",INFORM,B,1428
"das ist sehr zentral gelegen",INFORM,B,1428
"<ähm> und zentral gefällt mir auch ganz gut",SUGGEST,A,1429
"da könnte ich Ihnen das Hotel Gildehof anbieten",SUGGEST,B,1429
"das ist preislich <häs> um die hundert Mark herum eher niedriger",INFORM,B,1429
"das ist sehr zentral gelegen",INFORM,B,1429
"es hat einen Konferenzraum und ein Restaurant im Hause",INFORM,B,1429
"da könnte ich Ihnen das Hotel Gildehof anbieten",SUGGEST,B,1430
"das ist preislich <häs> um die hundert Mark herum eher niedriger",INFORM,B,1430
"das ist sehr zentral gelegen",INFORM,B,1430
"es hat einen Konferenzraum und ein Restaurant im Hause",INFORM,B,1430
"<hm> ja das klingt doch sehr gut",ACCEPT,A,1430
"das ist preislich <häs> um die hundert Mark herum eher niedriger",INFORM,B,1431
"das ist sehr zentral gelegen",INFORM,B,1431
"es hat einen Konferenzraum und ein Restaurant im Hause",INFORM,B,1431
"<hm> ja das klingt doch sehr gut",ACCEPT,A,1431
"dann <äh> nehme ich das",ACCEPT,A,1431
"das ist sehr zentral gelegen",INFORM,B,1432
"es hat einen Konferenzraum und ein Restaurant im Hause",INFORM,B,1432
"<hm> ja das klingt doch sehr gut",ACCEPT,A,1432
"dann <äh> nehme ich das",ACCEPT,A,1432
"und <ähm> eine wie komme ich dort hin",INIT,A,1432
"es hat einen Konferenzraum und ein Restaurant im Hause",INFORM,B,1433
"<hm> ja das klingt doch sehr gut",ACCEPT,A,1433
"dann <äh> nehme ich das",ACCEPT,A,1433
"und <ähm> eine wie komme ich dort hin",INIT,A,1433
"zum Flieger dort hin",REQUEST_SUGGEST,A,1433
"<hm> ja das klingt doch sehr gut",ACCEPT,A,1434
"dann <äh> nehme ich das",ACCEPT,A,1434
"und <ähm> eine wie komme ich dort hin",INIT,A,1434
"zum Flieger dort hin",REQUEST_SUGGEST,A,1434
"ja es gibt Flugverbindungen",SUGGEST,B,1434
"dann <äh> nehme ich das",ACCEPT,A,1435
"und <ähm> eine wie komme ich dort hin",INIT,A,1435
"zum Flieger dort hin",REQUEST_SUGGEST,A,1435
"ja es gibt Flugverbindungen",SUGGEST,B,1435
"es gibt auch Zugverbindungen",SUGGEST,B,1435
"und <ähm> eine wie komme ich dort hin",INIT,A,1436
"zum Flieger dort hin",REQUEST_SUGGEST,A,1436
"ja es gibt Flugverbindungen",SUGGEST,B,1436
"es gibt auch Zugverbindungen",SUGGEST,B,1436
"das hängt von Ihrer Vorliebe ab ob Sie",DELIBERATE,B,1436
"zum Flieger dort hin",REQUEST_SUGGEST,A,1437
"ja es gibt Flugverbindungen",SUGGEST,B,1437
"es gibt auch Zugverbindungen",SUGGEST,B,1437
"das hängt von Ihrer Vorliebe ab ob Sie",DELIBERATE,B,1437
"wie lange dauern die denn",REQUEST,A,1437
"ja es gibt Flugverbindungen",SUGGEST,B,1438
"es gibt auch Zugverbindungen",SUGGEST,B,1438
"das hängt von Ihrer Vorliebe ab ob Sie",DELIBERATE,B,1438
"wie lange dauern die denn",REQUEST,A,1438
"dem f <äh> per Flug sind Sie in einer Stunde Flugzeit da zuzüglich Einchecken Auschecken",INFORM,B,1438
"es gibt auch Zugverbindungen",SUGGEST,B,1439
"das hängt von Ihrer Vorliebe ab ob Sie",DELIBERATE,B,1439
"wie lange dauern die denn",REQUEST,A,1439
"dem f <äh> per Flug sind Sie in einer Stunde Flugzeit da zuzüglich Einchecken Auschecken",INFORM,B,1439
"die Zugverbindungen dauern drei Stunden zwanzig Minuten im Mittel",INFORM,B,1439
"das hängt von Ihrer Vorliebe ab ob Sie",DELIBERATE,B,1440
"wie lange dauern die denn",REQUEST,A,1440
"dem f <äh> per Flug sind Sie in einer Stunde Flugzeit da zuzüglich Einchecken Auschecken",INFORM,B,1440
"die Zugverbindungen dauern drei Stunden zwanzig Minuten im Mittel",INFORM,B,1440
"<hm> ja das <ähm> ich würde sagen dann nehme ich den Flug",ACCEPT,A,1440
"wie lange dauern die denn",REQUEST,A,1441
"dem f <äh> per Flug sind Sie in einer Stunde Flugzeit da zuzüglich Einchecken Auschecken",INFORM,B,1441
"die Zugverbindungen dauern drei Stunden zwanzig Minuten im Mittel",INFORM,B,1441
"<hm> ja das <ähm> ich würde sagen dann nehme ich den Flug",ACCEPT,A,1441
"wann kann ich denn dann fliegen",REQUEST_SUGGEST,A,1441
"dem f <äh> per Flug sind Sie in einer Stunde Flugzeit da zuzüglich Einchecken Auschecken",INFORM,B,1442
"die Zugverbindungen dauern drei Stunden zwanzig Minuten im Mittel",INFORM,B,1442
"<hm> ja das <ähm> ich würde sagen dann nehme ich den Flug",ACCEPT,A,1442
"wann kann ich denn dann fliegen",REQUEST_SUGGEST,A,1442
"nicht zu früh",EXCLUDE,A,1442
"die Zugverbindungen dauern drei Stunden zwanzig Minuten im Mittel",INFORM,B,1443
"<hm> ja das <ähm> ich würde sagen dann nehme ich den Flug",ACCEPT,A,1443
"wann kann ich denn dann fliegen",REQUEST_SUGGEST,A,1443
"nicht zu früh",EXCLUDE,A,1443
"da müßte ich nachschauen",DELIBERATE,B,1443
"<hm> ja das <ähm> ich würde sagen dann nehme ich den Flug",ACCEPT,A,1444
"wann kann ich denn dann fliegen",REQUEST_SUGGEST,A,1444
"nicht zu früh",EXCLUDE,A,1444
"da müßte ich nachschauen",DELIBERATE,B,1444
"ich habe jetzt ab Köln-Bonn sieben Uhr zehn <äh> werktags",INFORM,B,1444
"wann kann ich denn dann fliegen",REQUEST_SUGGEST,A,1445
"nicht zu früh",EXCLUDE,A,1445
"da müßte ich nachschauen",DELIBERATE,B,1445
"ich habe jetzt ab Köln-Bonn sieben Uhr zehn <äh> werktags",INFORM,B,1445
"das spätere Flüge müßte ich allerdings für Sie nachsehen",DELIBERATE,B,1445
"nicht zu früh",EXCLUDE,A,1446
"da müßte ich nachschauen",DELIBERATE,B,1446
"ich habe jetzt ab Köln-Bonn sieben Uhr zehn <äh> werktags",INFORM,B,1446
"das spätere Flüge müßte ich allerdings für Sie nachsehen",DELIBERATE,B,1446
"also sieben Uhr zehn ist viel zu früh für mich",EXCLUDE,A,1446
"da müßte ich nachschauen",DELIBERATE,B,1447
"ich habe jetzt ab Köln-Bonn sieben Uhr zehn <äh> werktags",INFORM,B,1447
"das spätere Flüge müßte ich allerdings für Sie nachsehen",DELIBERATE,B,1447
"also sieben Uhr zehn ist viel zu früh für mich",EXCLUDE,A,1447
"wann würden denn dann die Züge fahren",REQUEST,A,1447
"mhm",BACKCHANNEL,B,1448
"ja d einen Zug t kann ich Ihnen sicher zusagen",ACCEPT,B,1448
"und soweit ich es erkennen kann müßten Sie da auch nicht reservieren",INFORM,B,1448
"da sind Sie also flexibel",INFORM,B,1448
"ja wunderbar",FEEDBACK_POSITIVE,A,1448
"ja d einen Zug t kann ich Ihnen sicher zusagen",ACCEPT,B,1449
"und soweit ich es erkennen kann müßten Sie da auch nicht reservieren",INFORM,B,1449
"da sind Sie also flexibel",INFORM,B,1449
"ja wunderbar",FEEDBACK_POSITIVE,A,1449
"das wäre preislich auch <äh> um einiges günstiger",INFORM,B,1449
"und soweit ich es erkennen kann müßten Sie da auch nicht reservieren",INFORM,B,1450
"da sind Sie also flexibel",INFORM,B,1450
"ja wunderbar",FEEDBACK_POSITIVE,A,1450
"das wäre preislich auch <äh> um einiges günstiger",INFORM,B,1450
"ah Geld spielt nicht so die große Rolle",INFORM,A,1450
"da sind Sie also flexibel",INFORM,B,1451
"ja wunderbar",FEEDBACK_POSITIVE,A,1451
"das wäre preislich auch <äh> um einiges günstiger",INFORM,B,1451
"ah Geld spielt nicht so die große Rolle",INFORM,A,1451
"<hm> d dann noch ziemlich wichtig <ähm> was kann ich da abends machen",INIT,A,1451
"ja wunderbar",FEEDBACK_POSITIVE,A,1452
"das wäre preislich auch <äh> um einiges günstiger",INFORM,B,1452
"ah Geld spielt nicht so die große Rolle",INFORM,A,1452
"<hm> d dann noch ziemlich wichtig <ähm> was kann ich da abends machen",INIT,A,1452
"<hm> wir haben verschiedene Möglichkeiten für Sie <häs> je nachdem welche Sorte Sie bevorzugen",INFORM,B,1452
"das wäre preislich auch <äh> um einiges günstiger",INFORM,B,1453
"ah Geld spielt nicht so die große Rolle",INFORM,A,1453
"<hm> d dann noch ziemlich wichtig <ähm> was kann ich da abends machen",INIT,A,1453
"<hm> wir haben verschiedene Möglichkeiten für Sie <häs> je nachdem welche Sorte Sie bevorzugen",INFORM,B,1453
"eher kulturell Theater Konzert oder einfacher so unterhaltend Kino oder "Ahnliches",SUGGEST,B,1453
"ah Geld spielt nicht so die große Rolle",INFORM,A,1454
"<hm> d dann noch ziemlich wichtig <ähm> was kann ich da abends machen",INIT,A,1454
"<hm> wir haben verschiedene Möglichkeiten für Sie <häs> je nachdem welche Sorte Sie bevorzugen",INFORM,B,1454
"eher kulturell Theater Konzert oder einfacher so unterhaltend Kino oder "Ahnliches",SUGGEST,B,1454
"es gibt dort sicher ja auch Veranstaltungen die sind dann aber jahreszeitenabhängig",INFORM,B,1454
"<hm> d dann noch ziemlich wichtig <ähm> was kann ich da abends machen",INIT,A,1455
"<hm> wir haben verschiedene Möglichkeiten für Sie <häs> je nachdem welche Sorte Sie bevorzugen",INFORM,B,1455
"eher kulturell Theater Konzert oder einfacher so unterhaltend Kino oder "Ahnliches",SUGGEST,B,1455
"es gibt dort sicher ja auch Veranstaltungen die sind dann aber jahreszeitenabhängig",INFORM,B,1455
"das könnte ich für Sie nachsehen und Ihnen entsprechende Prospekte zuschicken",OFFER,B,1455
"<hm> wir haben verschiedene Möglichkeiten für Sie <häs> je nachdem welche Sorte Sie bevorzugen",INFORM,B,1456
"eher kulturell Theater Konzert oder einfacher so unterhaltend Kino oder "Ahnliches",SUGGEST,B,1456
"es gibt dort sicher ja auch Veranstaltungen die sind dann aber jahreszeitenabhängig",INFORM,B,1456
"das könnte ich für Sie nachsehen und Ihnen entsprechende Prospekte zuschicken",OFFER,B,1456
"<äh> Restaurants haben wir eine größere Liste aus der Sie wählen können",INFORM,B,1456
"eher kulturell Theater Konzert oder einfacher so unterhaltend Kino oder "Ahnliches",SUGGEST,B,1457
"es gibt dort sicher ja auch Veranstaltungen die sind dann aber jahreszeitenabhängig",INFORM,B,1457
"das könnte ich für Sie nachsehen und Ihnen entsprechende Prospekte zuschicken",OFFER,B,1457
"<äh> Restaurants haben wir eine größere Liste aus der Sie wählen können",INFORM,B,1457
"die kann ich Ihnen aber auch gerne mitgeben",OFFER,B,1457
"es gibt dort sicher ja auch Veranstaltungen die sind dann aber jahreszeitenabhängig",INFORM,B,1458
"das könnte ich für Sie nachsehen und Ihnen entsprechende Prospekte zuschicken",OFFER,B,1458
"<äh> Restaurants haben wir eine größere Liste aus der Sie wählen können",INFORM,B,1458
"die kann ich Ihnen aber auch gerne mitgeben",OFFER,B,1458
"oh ja <äh> dann nehme ich die mit",ACCEPT,A,1458
"das könnte ich für Sie nachsehen und Ihnen entsprechende Prospekte zuschicken",OFFER,B,1459
"<äh> Restaurants haben wir eine größere Liste aus der Sie wählen können",INFORM,B,1459
"die kann ich Ihnen aber auch gerne mitgeben",OFFER,B,1459
"oh ja <äh> dann nehme ich die mit",ACCEPT,A,1459
"und <ähm> hier ist meine Karte",INFORM,A,1459
